ID,Start Date,End Date,Category,Currency,Goal,Status
11189,18-May-15,,Faith & Religion,U.S. Dollar,10000,Failed
11190,12/17/2013,1/16/2014,Music,USD,5000,Success
11191,1/31/2014,6/6/2014,Photography,GBP,1347,Failed
11192,4-Aug-17,,Family & Kids,U.S. Dollar,2300,Failed
11193,3/11/2014,4/5/2014,Music,USD,3000,Success
11194,2/10/2014,4/11/2014,Design,AUD,20000,Success
11195,1/2/2014,2/1/2014,Music,USD,5000,Success
11196,2/3/2014,6/7/2014,Arts & Creative,CAD,500,Success
11197,8-Apr-17,,Animals & Humane,Canadian Dollar,8300,Failed
11198,4/1/2014,5/1/2014,Food,USD,10000,Success
11199,3/18/2014,4/20/2014,Fashion,USD,5000,Failed
11200,2/13/2014,4/14/2014,Music,USD,1500,Failed
11201,11-Jul-18,"Aug 26, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
11202,2/11/2014,3/8/2014,Film & Video,USD,6000,Success
11203,4/24/2014,5/24/2014,Technology,USD,60000,Success
11204,4/9/2014,6/8/2014,Film & Video,GBP,3000,Failed
11205,1/2/2014,2/1/2014,Publishing,USD,375,Success
11206,13-Nov-15,,Accidents & Disasters,Philippine Peso,80000,Failed
11207,4/10/2014,5/10/2014,Film & Video,USD,15000,Failed
11208,1/15/2014,2/16/2014,Design,USD,35000,Success
11209,3/18/2014,4/22/2014,Film & Video,USD,7500,Success
11210,1/6/2014,1/28/2014,Theater,USD,3000,Success
11211,11-Sep-16,,Legal,U.S. Dollar,16000,Failed
11212,4/4/2014,5/5/2014,Publishing,USD,13850,Failed
11213,2-Jun-15,,Memorials & Funerals,U.S. Dollar,2500,Success
11214,2/11/2014,3/13/2014,Music,USD,8500,Success
11215,1/3/2014,1/23/2014,Music,USD,10000,Success
11216,12/30/2013,1/29/2014,Games,USD,60000,Failed
11217,4/4/2014,5/4/2014,Games,USD,6500,Failed
11218,2/1/2014,3/3/2014,Games,USD,1500,Success
11219,5/24/2014,5/26/2014,Music,USD,3000,Success
11220,26-Dec-12,,Veterans & Heroes,U.S. Dollar,2000,Failed
11221,5/30/2014,6/16/2014,Fashion,USD,3500,Failed
11222,12/18/2013,1/17/2014,Publishing,USD,3000,Failed
11223,19-Nov-17,,"Health, Illness or Medical",U.S. Dollar,700,Failed
11224,3/25/2014,5/4/2014,Fashion,USD,4000,Success
11225,4/9/2014,6/8/2014,Music,USD,6500,Failed
11226,12/30/2013,1/20/2014,Film & Video,USD,2000,Success
11227,4/25/2014,5/25/2014,Games,USD,15000,Success
11228,4/29/2014,5/29/2014,Music,USD,3000,Success
11229,6-Nov-15,,Education & Schools,U.S. Dollar,2000,Failed
11230,2/12/2014,3/14/2014,Publishing,USD,12000,Failed
11231,5/17/2014,6/17/2014,Dance,USD,7000,Success
11232,12/18/2013,2/1/2014,Games,USD,8000,Success
11233,2/9/2014,3/11/2014,Fashion,USD,3000,Failed
11234,1/19/2014,3/1/2014,Arts & Creative,USD,2400,Failed
11235,4/1/2014,5/1/2014,Arts & Creative,GBP,5000,Failed
11236,12/17/2013,1/26/2014,Technology,USD,30000,Success
11237,4/15/2014,4/30/2014,Design,USD,10000,Success
11238,2/28/2014,3/30/2014,Photography,USD,1000,Success
11239,2/24/2014,3/26/2014,Film & Video,USD,161000,Failed
11240,28-Sep-14,,Business,Canadian Dollar,2000,Failed
11241,4/29/2014,5/13/2014,Film & Video,USD,5000,Success
11242,1/3/2014,2/17/2014,Design,USD,15000,Success
11243,3/4/2014,3/13/2014,Film & Video,USD,5000,Failed
11244,2/12/2014,3/14/2014,Publishing,CAD,1000,Failed
11245,1/17/2014,2/16/2014,Design,USD,3000,Failed
11246,31-Aug-16,,Legal,U.S. Dollar,25000,Failed
11247,14-Apr-16,,Sports & Competitions,U.S. Dollar,3200,Failed
11248,4/10/2014,5/1/2014,Film & Video,USD,985,Success
11249,3/21/2014,4/7/2014,Games,USD,20000,Success
11250,3/16/2014,4/15/2014,Games,GBP,8000,Failed
11251,2/23/2014,4/1/2014,Photography,USD,10000,Success
11252,30-Sep-14,,Faith & Religion,U.S. Dollar,4000,Failed
11253,2/5/2014,2/25/2014,Design,USD,5000,Failed
11254,2-Feb-16,,Politics,U.S. Dollar,5000,Failed
11255,4/8/2014,5/11/2014,Publishing,USD,7000,Success
11256,4/7/2014,5/7/2014,Photography,USD,25000,Failed
11257,2/10/2014,3/15/2014,Film & Video,USD,5000,Success
11258,3/25/2014,4/24/2014,Games,USD,50000,Success
11259,5/5/2014,6/4/2014,Music,USD,1700,Success
11260,5/20/2014,6/19/2014,Film & Video,USD,350,Success
11261,1-Dec-14,,Politics,U.S. Dollar,3000,Failed
11262,5-Dec-15,,Family & Kids,U.S. Dollar,950,Failed
11263,3/16/2014,4/18/2014,Music,USD,10900,Failed
11264,28-Dec-14,,Veterans & Heroes,U.S. Dollar,1500,Failed
11265,15-May-15,,Accidents & Disasters,U.S. Dollar,4500,Success
11266,17-Jun-18,,Accidents & Disasters,U.S. Dollar,5000,Failed
11267,3/17/2014,4/1/2014,Film & Video,USD,250,Success
11268,12/20/2013,1/19/2014,Technology,USD,25000,Failed
11269,3/25/2014,4/24/2014,Games,USD,3500,Success
11270,15-Mar-15,,Travel,U.S. Dollar,400,Failed
11271,7-Nov-13,,Travel,U.S. Dollar,2000,Failed
11272,14-Apr-15,,Politics,U.S. Dollar,25000,Failed
11273,12/17/2013,1/16/2014,Theater,USD,8000,Failed
11274,1-Apr-15,,Accidents & Disasters,U.S. Dollar,15000,Failed
11275,4/23/2014,6/1/2014,Technology,USD,10000,Success
11276,5/5/2014,6/14/2014,Games,CAD,500,Failed
11277,4/17/2014,5/27/2014,Arts & Creative,GBP,900,Failed
11278,2/25/2014,3/22/2014,Publishing,USD,5500,Failed
11279,3/31/2014,4/24/2014,Film & Video,USD,2500,Failed
11280,1/28/2014,2/27/2014,Film & Video,USD,15000,Success
11281,31-Oct-15,,Celebrations and Weddings,Canadian Dollar,300,Failed
11282,1/27/2014,2/26/2014,Film & Video,GBP,8000,Failed
11283,2/16/2014,4/17/2014,Music,USD,12000,Failed
11284,1/9/2014,2/8/2014,Crafts,CAD,1000,Success
11285,1/27/2014,3/28/2014,Arts & Creative,USD,25000,Failed
11286,5/25/2014,6/23/2014,Theater,USD,12700,Failed
11287,5/15/2014,6/24/2014,Publishing,GBP,2500,Failed
11288,12/19/2013,2/17/2014,Arts & Creative,USD,5000,Failed
11289,2/3/2014,2/14/2014,Arts & Creative,USD,300,Success
11290,23-Jun-17,,Community & Volunteer,Pound Sterling,5000,Failed
11291,3/24/2014,4/13/2014,Games,USD,1500,Failed
11292,1/18/2014,3/19/2014,Publishing,USD,8000,Failed
11293,8-Oct-13,,Alumni & Clubs,U.S. Dollar,4000,Failed
11294,12/23/2013,1/22/2014,Film & Video,USD,1500,Success
11295,3/6/2014,4/2/2014,Music,USD,15000,Success
11296,12/24/2013,1/23/2014,Technology,USD,30000,Failed
11297,27-Nov-13,,Travel,Pound Sterling,1500,Failed
11298,12-Mar-18,,Education & Schools,U.S. Dollar,5000,Failed
11299,2/19/2014,3/21/2014,Music,USD,5000,Success
11300,2-Mar-14,,Travel,U.S. Dollar,2500,Failed
11301,5-Jul-17,,Animals & Humane,U.S. Dollar,5000,Failed
11302,5/16/2014,6/15/2014,Arts & Creative,USD,75000,Failed
11303,4/17/2014,4/20/2014,Photography,USD,500,Failed
11304,2/11/2014,3/27/2014,Publishing,USD,20000,Failed
11305,14-Oct-16,,Legal,U.S. Dollar,20000,Failed
11306,15-Aug-18,"Oct 16, 2018

					,

				",Community & Volunteer,U.S. Dollar,30000,Failed
11307,2/18/2014,3/20/2014,Fashion,USD,2000,Failed
11308,1/16/2014,2/15/2014,Film & Video,USD,7500,Failed
11309,12/24/2013,1/23/2014,Food,USD,2500,Success
11310,3/10/2014,4/24/2014,Technology,USD,60000,Failed
11311,4/18/2014,5/18/2014,Film & Video,USD,6500,Success
11312,17-Jan-14,,Celebrations and Weddings,U.S. Dollar,1500,Failed
11313,2/18/2014,3/20/2014,Arts & Creative,USD,2000,Success
11314,4/7/2014,5/7/2014,Photography,USD,8500,Failed
11315,2/24/2014,3/26/2014,Publishing,USD,5500,Failed
11316,4/3/2014,4/23/2014,Games,USD,2500,Success
11317,4/8/2014,5/31/2014,Dance,USD,9000,Success
11318,21-Sep-15,,Memorials & Funerals,Euro,30000,Failed
11319,1/9/2014,2/17/2014,Technology,USD,62000,Failed
11320,1/14/2014,2/28/2014,Film & Video,CAD,500,Failed
11321,12/24/2013,1/23/2014,Design,USD,60000,Failed
11322,2/10/2014,3/15/2014,Music,USD,5500,Failed
11323,5/7/2014,6/5/2014,Fashion,GBP,20000,Failed
11324,2/26/2014,3/28/2014,Film & Video,CAD,3500,Success
11325,5/28/2014,6/15/2014,Film & Video,USD,8000,Success
11326,4/23/2014,6/15/2014,Design,USD,5000,Failed
11327,5/23/2014,6/12/2014,Arts & Creative,USD,2650,Success
11328,12/19/2013,1/15/2014,Arts & Creative,USD,3000,Failed
11329,9-Jun-14,,Veterans & Heroes,U.S. Dollar,300,Failed
11330,1/2/2014,3/3/2014,Arts & Creative,USD,13000,Success
11331,1/5/2014,2/1/2014,Dance,USD,4850,Failed
11332,4/26/2014,5/17/2014,Publishing,GBP,350,Success
11333,2/26/2014,3/28/2014,Photography,USD,8500,Failed
11334,4/1/2014,4/22/2014,Music,USD,7000,Failed
11335,14-Aug-15,,Sports & Competitions,Canadian Dollar,10000,Failed
11336,5/26/2014,6/23/2014,Theater,USD,7500,Success
11337,2/28/2014,3/30/2014,Music,USD,7500,Success
11338,5/18/2014,6/21/2014,Fashion,USD,20000,Failed
11339,1/22/2014,2/15/2014,Film & Video,USD,3000,Success
11340,4/15/2014,5/15/2014,Music,USD,10000,Success
11341,3/31/2014,5/14/2014,Technology,USD,10000,Success
11342,3/21/2014,4/25/2014,Film & Video,USD,20000,Success
11343,2/9/2014,3/21/2014,Food,CAD,55000,Failed
11344,4/3/2014,5/31/2014,Arts & Creative,GBP,20000,Failed
11345,12/17/2013,1/7/2014,Film & Video,USD,10000,Success
11346,5/17/2014,6/17/2014,Film & Video,EUR,200,Failed
11347,1/6/2014,2/4/2014,Music,USD,3400,Failed
11348,1/28/2014,2/3/2014,Film & Video,USD,750,Failed
11349,2/5/2014,2/17/2014,Publishing,USD,550,Failed
11350,21-Nov-17,,Sports & Competitions,U.S. Dollar,500,Failed
11351,1/16/2014,2/15/2014,Music,USD,2014,Success
11352,1/25/2014,3/1/2014,Film & Video,USD,50000,Failed
11353,5/15/2014,6/14/2014,Design,GBP,3550,Failed
11354,1/22/2014,2/22/2014,Design,USD,20000,Success
11355,10-Apr-15,,Faith & Religion,Pound Sterling,200,Success
11356,1/21/2014,3/22/2014,Music,GBP,2000,Success
11357,5/14/2014,6/4/2014,Games,USD,2200,Failed
11358,5/7/2014,6/5/2014,Film & Video,USD,1960000,Failed
11359,3/14/2014,3/29/2014,Games,USD,2500,Success
11360,3/5/2014,4/4/2014,Games,GBP,13000,Failed
11361,2/10/2014,4/11/2014,Fashion,USD,1000,Success
11362,4/2/2014,5/2/2014,Technology,USD,15000,Success
11363,3/21/2014,4/20/2014,Food,GBP,30000,Failed
11364,4/7/2014,5/1/2014,Games,USD,8000,Success
11365,3/15/2014,4/13/2014,Food,NZD,20000,Success
11366,5-Jun-17,,Community & Volunteer,U.S. Dollar,2000,Failed
11367,2/27/2014,4/13/2014,Fashion,USD,4000,Success
11368,2/4/2014,3/6/2014,Publishing,USD,8800,Success
11369,4/8/2014,5/13/2014,Music,USD,5000,Success
11370,1/3/2014,2/2/2014,Music,USD,30000,Failed
11371,5/15/2014,6/14/2014,Music,USD,3000,Success
11372,4-Dec-17,,"Health, Illness or Medical",U.S. Dollar,375,Success
11373,2/27/2014,3/29/2014,Film & Video,USD,5000,Success
11374,4/29/2014,5/29/2014,Games,USD,1000,Success
11375,23-Nov-14,,Arts & Creative,Euro,10000,Failed
11376,29-Sep-15,,Family & Kids,U.S. Dollar,7400,Failed
11377,4-Jul-16,,Sports & Competitions,Canadian Dollar,5000,Failed
11378,19-Oct-16,,Family & Kids,U.S. Dollar,15000,Failed
11379,3/28/2014,4/27/2014,Arts & Creative,CAD,5000,Failed
11380,4/30/2014,5/30/2014,Food,USD,25000,Failed
11381,5/8/2014,6/8/2014,Technology,GBP,4500,Failed
11382,15-Aug-18,"Oct 6, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
11383,5/9/2014,6/5/2014,Games,USD,500,Success
11384,4/15/2014,5/15/2014,Photography,AUD,550,Failed
11385,4/8/2014,5/8/2014,Music,USD,5000,Success
11386,2/24/2014,3/26/2014,Design,USD,100000,Failed
11387,2/20/2014,4/21/2014,Food,USD,500,Success
11388,2/19/2014,3/21/2014,Theater,GBP,100,Success
11389,3/27/2014,4/26/2014,Music,USD,6000,Success
11390,3/28/2014,4/18/2014,Film & Video,USD,20000,Failed
11391,4/8/2014,5/8/2014,Film & Video,USD,18000,Success
11392,19-Mar-14,,Celebrations and Weddings,U.S. Dollar,2500,Failed
11393,4/28/2014,5/17/2014,Arts & Creative,USD,5000,Success
11394,19-Mar-14,,Veterans & Heroes,U.S. Dollar,10000,Failed
11395,2/5/2014,3/8/2014,Film & Video,USD,24000,Failed
11396,2/21/2014,3/23/2014,Games,USD,8000,Success
11397,5/13/2014,2/23/2014,Design,USD,5500,Failed
11398,5/21/2014,6/20/2014,Publishing,GBP,18000,Failed
11399,1/13/2014,2/12/2014,Games,USD,5000,Success
11400,5/3/2014,6/2/2014,Theater,USD,35000,Failed
11401,1/22/2014,2/21/2014,Design,USD,500,Success
11402,2/6/2014,3/8/2014,Film & Video,GBP,22500,Failed
11403,3/1/2014,3/24/2014,Dance,USD,7000,Failed
11404,12-Jun-17,,"Health, Illness or Medical",Canadian Dollar,20000,Failed
11405,22-Apr-14,,Travel,U.S. Dollar,500,Success
11406,20-Jun-15,,Politics,U.S. Dollar,5000,Failed
11407,3/5/2014,4/14/2014,Film & Video,CAD,50000,Success
11408,5/23/2014,6/16/2014,Music,USD,1000,Success
11409,12/22/2013,1/10/2014,Film & Video,GBP,100,Failed
11410,4/14/2014,5/14/2014,Design,USD,12000,Failed
11411,23-May-16,,Sports & Competitions,U.S. Dollar,7000,Failed
11412,8-Jul-17,,"Health, Illness or Medical",U.S. Dollar,4500,Failed
11413,5/15/2014,6/14/2014,Music,USD,50000,Failed
11414,3/11/2014,4/10/2014,Food,USD,8000,Failed
11415,5/15/2014,6/10/2014,Theater,USD,2000,Failed
11416,1/10/2014,2/11/2014,Music,USD,1000,Failed
11417,2/3/2014,3/20/2014,Food,USD,9075,Failed
11418,5/16/2014,6/15/2014,Theater,USD,5000,Success
11419,3/17/2014,4/11/2014,Arts & Creative,USD,500,Success
11420,12/20/2013,1/4/2014,Publishing,GBP,2000,Failed
11421,3/28/2014,4/27/2014,Arts & Creative,USD,7000,Success
11422,3/12/2014,4/11/2014,Design,CAD,18000,Success
11423,1/10/2014,2/14/2014,Arts & Creative,NZD,7751,Failed
11424,5-Aug-13,,Politics,Euro,150,Success
11425,14-Mar-17,,Memorials & Funerals,U.S. Dollar,1400,Success
11426,1/3/2014,2/2/2014,Music,USD,3700,Failed
11427,1/7/2014,2/6/2014,Publishing,USD,3000,Failed
11428,2/7/2014,2/28/2014,Film & Video,GBP,4000,Success
11429,5/5/2014,6/4/2014,Publishing,USD,3500,Failed
11430,12/18/2013,2/16/2014,Film & Video,USD,50000,Failed
11431,2/14/2014,4/15/2014,Film & Video,USD,200000,Failed
11432,25-Nov-15,,Alumni & Clubs,Euro,5000,Failed
11433,5/2/2014,6/1/2014,Technology,USD,5000,Failed
11434,1/21/2014,2/18/2014,Arts & Creative,USD,1000,Failed
11435,1/6/2014,2/5/2014,Fashion,USD,15000,Failed
11436,3/12/2014,4/11/2014,Arts & Creative,USD,25000,Failed
11437,17-Mar-15,,Faith & Religion,Canadian Dollar,2500,Failed
11438,2-Feb-15,,Business,U.S. Dollar,25000,Failed
11439,2/13/2014,3/10/2014,Film & Video,USD,3250,Success
11440,2/6/2014,3/8/2014,Publishing,USD,5000,Failed
11441,1-Nov-15,,Legal,U.S. Dollar,35000,Failed
11442,1/9/2014,2/1/2014,Arts & Creative,USD,300,Success
11443,4/2/2014,5/1/2014,Food,USD,4500,Failed
11444,3-Oct-16,,Community & Volunteer,U.S. Dollar,2700,Success
11445,16-May-18,,Community & Volunteer,U.S. Dollar,1000,Failed
11446,5/15/2014,6/4/2014,Music,USD,6000,Success
11447,5/23/2014,6/1/2014,Food,USD,280,Success
11448,4/28/2014,6/12/2014,Film & Video,USD,15000,Failed
11449,2/18/2014,3/17/2014,Games,USD,15000,Success
11450,1/28/2014,2/27/2014,Film & Video,USD,2000,Success
11451,1/24/2014,2/23/2014,Film & Video,USD,2000,Failed
11452,29-Apr-14,,Politics,U.S. Dollar,2000,Failed
11453,4/10/2014,5/10/2014,Music,USD,8000,Success
11454,4/29/2014,5/11/2014,Games,GBP,2000,Failed
11455,4/29/2014,6/1/2014,Food,USD,20000,Success
11456,4/9/2014,5/12/2014,Film & Video,USD,5000,Success
11457,3/20/2014,4/13/2014,Arts & Creative,USD,10000,Failed
11458,5/22/2014,6/21/2014,Food,USD,6000,Success
11459,12-Nov-15,,Family & Kids,U.S. Dollar,6000,Failed
11460,3/23/2014,4/22/2014,Crafts,USD,6500,Failed
11461,5/21/2014,6/20/2014,Film & Video,USD,15000,Success
11462,1/16/2014,1/24/2014,Arts & Creative,USD,2400,Success
11463,1/17/2014,2/16/2014,Design,GBP,9500,Success
11464,9-May-18,,Animals & Humane,Euro,4500,Success
11465,2/10/2014,3/12/2014,Music,USD,8888,Failed
11466,5/14/2014,6/9/2014,Publishing,USD,1200,Success
11467,20-Jul-13,,Veterans & Heroes,U.S. Dollar,7000,Failed
11468,8-Apr-18,,Business,Canadian Dollar,15000,Failed
11469,7-Dec-17,,Education & Schools,U.S. Dollar,10000,Failed
11470,3/4/2014,4/3/2014,Fashion,CAD,10000,Success
11471,3/15/2014,4/1/2014,Dance,CAD,2000,Success
11472,5/22/2014,6/20/2014,Music,USD,2500,Success
11473,17-Aug-18,"Sep 20, 2018

					,

				",Community & Volunteer,Canadian Dollar,2500,Failed
11474,2/1/2014,3/3/2014,Music,USD,11000,Failed
11475,4/18/2014,5/18/2014,Fashion,GBP,800,Failed
11476,2/12/2014,2/27/2014,Games,CAD,6500,Failed
11477,4/9/2014,5/3/2014,Arts & Creative,USD,55000,Success
11478,12/17/2013,1/16/2014,Film & Video,USD,30000,Failed
11479,3/6/2014,4/5/2014,Film & Video,GBP,250,Success
11480,6-Nov-17,,Animals & Humane,Canadian Dollar,7000,Success
11481,4/30/2014,5/25/2014,Film & Video,USD,3300,Success
11482,21-Apr-16,,Sports & Competitions,Euro,4200,Failed
11483,4/28/2014,5/15/2014,Food,USD,8000,Failed
11484,2/7/2014,3/9/2014,Games,USD,1800,Success
11485,4/5/2014,5/5/2014,Games,USD,3300,Success
11486,4/9/2014,5/9/2014,Arts & Creative,USD,2500,Success
11487,2/20/2014,3/22/2014,Design,AUD,1700,Success
11488,5/13/2014,6/24/2014,Music,AUD,3000,Success
11489,4/6/2014,4/26/2014,Publishing,GBP,1000,Failed
11490,2/18/2014,3/20/2014,Design,GBP,1000,Success
11491,4/2/2014,5/17/2014,Design,USD,15000,Success
11492,5/11/2014,5/31/2014,Fashion,USD,1250,Failed
11493,3/31/2014,5/30/2014,Publishing,AUD,10000,Failed
11494,4/8/2014,4/28/2014,Crafts,USD,2000,Success
11495,5/10/2014,6/10/2014,Film & Video,CAD,520,Success
11496,4/16/2014,5/16/2014,Theater,USD,40000,Success
11497,3/12/2014,4/3/2014,Arts & Creative,USD,5200,Success
11498,1/25/2014,2/24/2014,Theater,USD,500,Success
11499,4/1/2014,4/21/2014,Design,USD,5000,Failed
11500,1/23/2014,2/22/2014,Film & Video,USD,24000,Failed
11501,2/21/2014,3/23/2014,Film & Video,USD,10000,Success
11502,6-May-18,,Non-profits & Charity,U.S. Dollar,10000,Failed
11503,3/5/2014,3/19/2014,Fashion,USD,1500,Failed
11504,2/5/2014,3/17/2014,Film & Video,USD,25000,Failed
11505,28-Apr-16,,Sports & Competitions,U.S. Dollar,1000,Failed
11506,5/6/2014,6/5/2014,Games,USD,30000,Success
11507,5/13/2014,3/4/2014,Theater,USD,3000,Success
11508,2/14/2014,3/16/2014,Music,USD,2000,Success
11509,1/9/2014,1/31/2014,Music,GBP,15000,Failed
11510,2/13/2014,3/15/2014,Food,USD,3500,Success
11511,4/4/2014,4/26/2014,Arts & Creative,GBP,6000,Failed
11512,2/11/2014,3/13/2014,Music,USD,500,Success
11513,30-Jul-16,,Education & Schools,U.S. Dollar,650,Failed
11514,5/14/2014,5/30/2014,Music,USD,4000,Success
11515,2/24/2014,3/21/2014,Music,USD,750,Success
11516,2-Jan-17,,"Health, Illness or Medical",U.S. Dollar,500,Failed
11517,5-Apr-12,,Alumni & Clubs,U.S. Dollar,2500,Failed
11518,2/21/2014,3/23/2014,Photography,USD,7000,Success
11519,4/10/2014,6/9/2014,Games,USD,15000,Success
11520,3/12/2014,4/16/2014,Music,USD,2800,Success
11521,5/21/2014,6/24/2014,Arts & Creative,USD,5000,Failed
11522,1/2/2014,1/13/2014,Film & Video,USD,3000,Failed
11523,3/6/2014,3/27/2014,Film & Video,USD,8000,Success
11524,3/21/2014,4/26/2014,Publishing,USD,5200,Success
11525,12-Sep-13,,Celebrations and Weddings,U.S. Dollar,4000,Failed
11526,1/7/2014,2/21/2014,Food,USD,20000,Success
11527,15-Mar-13,,Veterans & Heroes,U.S. Dollar,5000,Failed
11528,5/12/2014,6/3/2014,Publishing,USD,8500,Success
11529,7-Dec-12,,Veterans & Heroes,U.S. Dollar,30000,Failed
11530,1/30/2014,3/17/2014,Food,USD,2000,Success
11531,2/21/2014,3/23/2014,Film & Video,GBP,100,Success
11532,4/2/2014,4/11/2014,Film & Video,USD,1500,Success
11533,3/27/2014,4/26/2014,Film & Video,USD,5000,Success
11534,12/30/2013,1/29/2014,Arts & Creative,USD,1200,Success
11535,1/7/2014,2/6/2014,Design,USD,20000,Failed
11536,13-Jun-18,,Community & Volunteer,U.S. Dollar,5000,Failed
11537,3/24/2014,4/23/2014,Fashion,USD,9000,Failed
11538,3/18/2014,3/31/2014,Dance,GBP,150,Success
11539,4/14/2014,5/14/2014,Design,USD,50000,Success
11540,1/15/2014,2/14/2014,Arts & Creative,GBP,16000,Failed
11541,1/13/2014,2/12/2014,Publishing,USD,9000,Success
11542,5/27/2014,6/25/2014,Design,USD,6000,Success
11543,3/6/2014,4/5/2014,Fashion,USD,8000,Success
11544,4/18/2014,6/24/2014,Arts & Creative,CAD,5000,Success
11545,1/8/2014,2/9/2014,Arts & Creative,USD,20067,Success
11546,4/23/2014,5/23/2014,Games,USD,21000,Success
11547,2-Mar-15,,Business,Euro,2000,Success
11548,26-Jul-18,"Aug 26, 2018

					,

				",Non-profits & Charity,U.S. Dollar,850,Failed
11549,3/10/2014,4/24/2014,Dance,USD,1200,Success
11550,2/20/2014,4/21/2014,Publishing,USD,500,Failed
11551,4/18/2014,5/27/2014,Photography,USD,45000,Failed
11552,2/11/2014,3/13/2014,Film & Video,USD,10000,Failed
11553,23-Jul-18,,Education & Schools,U.S. Dollar,1500,Failed
11554,4/5/2014,5/5/2014,Music,AUD,3000,Success
11555,2/3/2014,3/20/2014,Publishing,USD,7500,Success
11556,26-Oct-17,,Community & Volunteer,Canadian Dollar,2000,Failed
11557,2/13/2014,3/5/2014,Film & Video,GBP,500,Success
11558,2/8/2014,2/23/2014,Music,USD,2500,Success
11559,5/12/2014,6/4/2014,Design,USD,45000,Failed
11560,1/16/2014,2/16/2014,Design,USD,12000,Failed
11561,1/2/2014,2/16/2014,Film & Video,GBP,8000,Failed
11562,21-Apr-15,,Accidents & Disasters,Canadian Dollar,15000,Failed
11563,2/20/2014,3/12/2014,Arts & Creative,USD,2000,Success
11564,16-Dec-12,,Business,Canadian Dollar,10000,Failed
11565,5/25/2014,6/22/2014,Fashion,USD,6500,Failed
11566,2/13/2014,3/7/2014,Film & Video,USD,600,Failed
11567,15-Dec-13,,Travel,U.S. Dollar,2000,Failed
11568,12/17/2013,2/15/2014,Film & Video,USD,80000,Failed
11569,4/30/2014,5/7/2014,Film & Video,USD,2400,Failed
11570,31-Jul-12,,Alumni & Clubs,U.S. Dollar,2200,Failed
11571,8-Dec-15,,Memorials & Funerals,U.S. Dollar,1300,Failed
11572,25-Nov-16,,Legal,Canadian Dollar,30000,Failed
11573,20-Aug-18,"Sep 23, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
11574,5/19/2014,6/18/2014,Games,USD,150000,Failed
11575,5-Mar-18,,Memorials & Funerals,U.S. Dollar,1000,Failed
11576,4/14/2014,5/14/2014,Technology,USD,25000,Failed
